"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"1167535","General Sir P Wall KCB CBE ADC Gen","OF-9","Chief of the General Staff","CGS is the professional head of the Army. He is responsible for generating a balanced and integrated Army capability, and for maintaining the fighting effectiveness, efficiency and morale of the Service. He reports to the Chief of the Defence Staff (CDS). As a member of the Defence Council and the Army Board, the Defence Ministerial Committee, the Defence Board, the Chiefs of Staff Committee and the Senior Appointments Committee he contributes to the conduct of Defence higher level business, with a particular responsibility for providing specialist advice on Army matters. He chairs the Executive Committee of the Army Board.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","XX","N/D","1.00","165000","169999","","Military","","1"
"1603303","N/D","OF-6","Provost Marshall (Army)","Provost Marshal (Army) (PM (A)) is the Head of Service and Director of The Provost Branch of the Adjutant General’s Corps. The Provost Branch comprises 3 distinct organisations: the Royal Military Police; the Military Provost Staff; and the Military Provost Guard Service. PM (A) is appointed by CGS with responsibility to provide the necessary military police, custodial and guarding services to the Army, whilst acting as CAA &I for investigations, detention and close protection. PM (A) is also appointed by the Secretary of State for Defence as Inspector of Military Establishments (Army) (I of ME (A)).","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1167535","N/D","1.00","N/A","","","Military","Salary cost of report not inclusive of LEC salaries","1"
"1173817","N/D","OF-6","Army Inspector","The Army Inspector is the 1* conscience of the Army and reports directly to CGS. His mission is: ‘to ensure appropriate assurance and regulation for all Army activity across Defence, in order to enhance and sustain the operational effectiveness and reputation of the Army, now and in the future’.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1167535","N/D","1.00","N/A","","","Military","","1"
"1601327","Lieutenant General N P Carter CBE DSO","OF-8","Team Leader Army 2020","The Army 2020 Study will be proposing a model for the Army in 2020 designed to deliver against current Military Tasks, yet sufficiently flexible to deliver against future tasks, given a regular Army of 82,000 and a trained reserve of 30,000. The Study’s work will cross all Defence Lines of Development, underpinned by an enduring requirement to deliver the moral, physical and conceptual components of fighting power. Recognising that sustaining the campaign in Afghanistan remains Defence’s Main Effort, a way point for the Study's recommendations will be the Interim Force Structure of 2015 which envisages a regular Army of 89,360 and trained reserve of 30,000.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1167535","N/D","1.00","125000","129999","","Military","Filling Commander Field Army liability, a post which has been deleted. The post of Team Leader A2020 will fold on completion of the Army 2020 project; likely Q4 2012.","1"
"1178844","Major General J R Everard CBE","OF-7","Assistant Chief of the General Staff","ACGS’s Mission is to support CGS in his roles, and set the conditions for the Army to contribute to success on operations by influencing MOD decision making, securing resources, converting Defence policy into Army policy, ensuring coherence across the DLoDs – both across the Army and within Arms and Services – and developing the Army of the future.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1167535","N/D","1.00","N/A","","","Military","","1"
"1174823","N/D","OF-6","Brigadier General Staff","The General Staff’s Mission is to formulate policy for the Army, as directed by the Chief of the General Staff, and communicate that policy as authoritative direction for execution by the Army.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1178844","N/D","1.00","N/A","","","Military","","1"
"1170393","Vacant","OF-6","Brigadier Equipment Strategy (Army)","BES(A) is responsible for the Army Equipment Strategy. He represents the Army ‘User’ for equipment capability management and planning in order to sustain the Army’s capability to fi ght at all scales of effort and at the highest intensity as required within Defence Planning Assumptions. BES(A) supports Army HQ in capability delivery as required.","Ministry of Defence","Ministry of Defence","Army","N/A","LF-Sec-Group@mod.uk","1178844","N/D","1.00","N/A","","","Military","","1"
"1574502","N/D","OF-6","Brigadier Media and Communication (Army)","On behalf of CGS, BMC(A) plans and coordinates all Army communication activities in direct support of Defence Media and Communications' objectives. BMC(A) is required to conduct agile, coherent and influential internal and external communication in order to improve an understanding of the Army and thereby maintain, protect and enhance the Army's capability and reputation. BMC(A) directs all Army communication assets, from press officers and presentation teams to publications and websites.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1178844","N/D","1.00","N/A","","","Military","","1"
"1601318","N/D","OF-6","Director Plans","To direct Army HQ forward planing, force development, organisational change, resource planning and use information as a resource.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1178844","N/D","1.00","N/A","","","Military","","1"
"1598314","General Sir Nick Parker KCB CBE","OF-9","Commander Land Forces","Commander Land Forces is to establish Land Force Command integrating the Field Army, the Reserves, the Firm Base, and the JHC; generate land forces for Op HERRICK; generate land forces for other national and overseas operations, including contingency forces; as Standing Joint Commander (UK) provide the military support to national operations, including support to the 2012 Olympic Games; develop a land force collective training strategy; develop Reserve Forces, implementing the recommendations of the 2010 Reserves Commission; integrate the Reserves into a WFC alongside the Regular Army; provide the Firm Base as a foundation for the institutional wellbeing of the Army and its families with necessary supporting functions, including issues enshrined in the Service Personnel Command Paper; and deliver the reduced civil service manpower structure within CLF, minimizing detriment to outputs.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1167535","2381718858","1.00","165000","169999","","Military","Structural change, CinC LF has transformed into Commander Land Forces. Once the incumbent departs the post will be downgraded to OF-8. Salary cost of report not inclusive of LEC salaries.","1"
